epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.8029874563217163,9.999999747378752e-05,1.1063392162322998,0.19093851745128632,142.50135803222656
11,0.8538554906845093,9.999999747378752e-05,0.4579048752784729,0.21682848036289215,44.93376922607422
12,0.8760597705841064,9.999999747378752e-05,0.3583042621612549,0.4433656930923462,4.839644908905029
13,0.8607186079025269,9.999999747378752e-05,0.5645800232887268,0.7896440029144287,1.0801104307174683
14,0.8570851683616638,9.999999747378752e-05,0.5005387663841248,0.7734627723693848,1.5581387281417847
15,0.81711745262146,9.999999747378752e-05,0.7894811630249023,0.22006472945213318,278.0953063964844
16,0.7638272047042847,9.999999747378752e-05,0.8226584196090698,0.7249190807342529,1.172112226486206
17,0.8530480265617371,4.999999873689376e-05,0.4126075506210327,0.8090614676475525,79.49150848388672
18,0.8457812070846558,4.999999873689376e-05,0.358262300491333,0.7249190807342529,8.45528793334961
19,0.8728300333023071,4.999999873689376e-05,0.40970250964164734,0.8025889992713928,3.497527837753296
