epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.7610012292861938,9.999999747378752e-05,0.5087003111839294,0.7928802371025085,0.49490249156951904
11,0.8696002960205078,9.999999747378752e-05,0.3161952495574951,0.828478991985321,0.3620643615722656
12,0.9051271677017212,9.999999747378752e-05,0.223051980137825,0.8381876945495605,0.5351928472518921
13,0.9321759939193726,9.999999747378752e-05,0.16524484753608704,0.8317152261734009,0.4205487072467804
14,0.9438837170600891,9.999999747378752e-05,0.1377604901790619,0.9061488509178162,0.2198745310306549
15,0.9454985857009888,9.999999747378752e-05,0.13013628125190735,0.8867313861846924,0.43096786737442017
16,0.9527654647827148,9.999999747378752e-05,0.11879773437976837,0.9126213788986206,0.2660594880580902
17,0.9434800148010254,9.999999747378752e-05,0.14619673788547516,0.8673139214515686,0.48143327236175537
18,0.958821177482605,4.999999873689376e-05,0.09846832603216171,0.9029126167297363,0.25331753492355347
19,0.9685102701187134,4.999999873689376e-05,0.07370518147945404,0.9061488509178162,0.3214768171310425
20,0.9592248797416687,4.999999873689376e-05,0.09538734704256058,0.8770226240158081,0.3216525912284851
