epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.7759386301040649,9.999999747378752e-05,0.512139081954956,0.8058252334594727,0.8225913643836975
11,0.8946306109428406,9.999999747378752e-05,0.27069512009620667,0.828478991985321,0.45882105827331543
12,0.925312876701355,9.999999747378752e-05,0.18189087510108948,0.8737863898277283,0.37766608595848083
13,0.9374243021011353,9.999999747378752e-05,0.14926762878894806,0.8802589178085327,0.48290205001831055
14,0.9471134543418884,9.999999747378752e-05,0.1314994990825653,0.893203854560852,0.4040251076221466
15,0.9580137133598328,9.999999747378752e-05,0.09870365262031555,0.9061488509178162,0.35901111364364624
16,0.958821177482605,9.999999747378752e-05,0.1116044819355011,0.9158576130867004,0.28277257084846497
17,0.9725474119186401,9.999999747378752e-05,0.05848975479602814,0.893203854560852,0.6449185013771057
18,0.9685102701187134,9.999999747378752e-05,0.0809876024723053,0.9223300814628601,0.16515898704528809
19,0.9733548760414124,9.999999747378752e-05,0.0731092095375061,0.893203854560852,0.4699670076370239
20,0.9628583192825317,9.999999747378752e-05,0.08243659138679504,0.9126213788986206,0.45555827021598816
21,0.9733548760414124,9.999999747378752e-05,0.07116512209177017,0.9449838399887085,0.17162157595157623
22,0.9842551350593567,4.999999873689376e-05,0.04167192429304123,0.9288026094436646,0.30410486459732056
23,0.9899071455001831,4.999999873689376e-05,0.028315775096416473,0.9417475461959839,0.2807663381099701
24,0.9886959791183472,4.999999873689376e-05,0.02908564917743206,0.938511312007904,0.32420456409454346
